areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020/6/18,1022,276049
overview,United Kingdom,K02000001,2020/6/17,1017,275027
overview,United Kingdom,K02000001,2020/6/16,1103,274010
overview,United Kingdom,K02000001,2020/6/15,1045,272907
overview,United Kingdom,K02000001,2020/6/14,826,271862
overview,United Kingdom,K02000001,2020/6/13,886,271036
overview,United Kingdom,K02000001,2020/6/12,1053,270150
overview,United Kingdom,K02000001,2020/6/11,1013,269097
overview,United Kingdom,K02000001,2020/6/10,1196,268084
overview,United Kingdom,K02000001,2020/6/9,1165,266888
overview,United Kingdom,K02000001,2020/6/8,1099,265723
overview,United Kingdom,K02000001,2020/6/7,722,264624
overview,United Kingdom,K02000001,2020/6/6,804,263902
overview,United Kingdom,K02000001,2020/6/5,1123,263098
overview,United Kingdom,K02000001,2020/6/4,1249,261975
overview,United Kingdom,K02000001,2020/6/3,1369,260726
overview,United Kingdom,K02000001,2020/6/2,1492,259357
overview,United Kingdom,K02000001,2020/6/1,1438,257865
overview,United Kingdom,K02000001,2020/5/31,1080,256427
overview,United Kingdom,K02000001,2020/5/30,1132,255347
overview,United Kingdom,K02000001,2020/5/29,1531,254215
overview,United Kingdom,K02000001,2020/5/28,1757,252684
overview,United Kingdom,K02000001,2020/5/27,1825,250927
overview,United Kingdom,K02000001,2020/5/26,2070,249102
overview,United Kingdom,K02000001,2020/5/25,1625,247032
overview,United Kingdom,K02000001,2020/5/24,1373,245407
overview,United Kingdom,K02000001,2020/5/23,1531,244034
overview,United Kingdom,K02000001,2020/5/22,2057,242503
overview,United Kingdom,K02000001,2020/5/21,2567,240446
overview,United Kingdom,K02000001,2020/5/20,2719,237879
overview,United Kingdom,K02000001,2020/5/19,3063,235160
overview,United Kingdom,K02000001,2020/5/18,2581,232097
overview,United Kingdom,K02000001,2020/5/17,1837,229516
overview,United Kingdom,K02000001,2020/5/16,2082,227679
overview,United Kingdom,K02000001,2020/5/15,2530,225597
overview,United Kingdom,K02000001,2020/5/14,2630,223067
overview,United Kingdom,K02000001,2020/5/13,3330,220437
overview,United Kingdom,K02000001,2020/5/12,3410,217107
overview,United Kingdom,K02000001,2020/5/11,3612,213697
overview,United Kingdom,K02000001,2020/5/10,2337,210085
overview,United Kingdom,K02000001,2020/5/9,2170,207748
overview,United Kingdom,K02000001,2020/5/8,3064,205578
overview,United Kingdom,K02000001,2020/5/7,3787,202514
overview,United Kingdom,K02000001,2020/5/6,3832,198727
overview,United Kingdom,K02000001,2020/5/5,3686,194895
overview,United Kingdom,K02000001,2020/5/4,3398,191209
overview,United Kingdom,K02000001,2020/5/3,3003,187811
overview,United Kingdom,K02000001,2020/5/2,3258,184808
overview,United Kingdom,K02000001,2020/5/1,4766,181550
overview,United Kingdom,K02000001,2020/4/30,4961,176784
overview,United Kingdom,K02000001,2020/4/29,5433,171823
overview,United Kingdom,K02000001,2020/4/28,4720,166390
overview,United Kingdom,K02000001,2020/4/27,4739,161670
overview,United Kingdom,K02000001,2020/4/26,3476,156931
overview,United Kingdom,K02000001,2020/4/25,3757,153455
overview,United Kingdom,K02000001,2020/4/24,4961,149698
overview,United Kingdom,K02000001,2020/4/23,5167,144737
overview,United Kingdom,K02000001,2020/4/22,5517,139570
overview,United Kingdom,K02000001,2020/4/21,4795,134053
overview,United Kingdom,K02000001,2020/4/20,4441,129258
overview,United Kingdom,K02000001,2020/4/19,3881,124817
overview,United Kingdom,K02000001,2020/4/18,4743,120936
overview,United Kingdom,K02000001,2020/4/17,4977,116193
overview,United Kingdom,K02000001,2020/4/16,5292,111216
overview,United Kingdom,K02000001,2020/4/15,5070,105924
overview,United Kingdom,K02000001,2020/4/14,4335,100854
overview,United Kingdom,K02000001,2020/4/13,4203,96519
overview,United Kingdom,K02000001,2020/4/12,3507,92316
overview,United Kingdom,K02000001,2020/4/11,3585,88809
overview,United Kingdom,K02000001,2020/4/10,4327,85224
overview,United Kingdom,K02000001,2020/4/9,4875,80897
overview,United Kingdom,K02000001,2020/4/8,5146,76022
overview,United Kingdom,K02000001,2020/4/7,5477,70876
overview,United Kingdom,K02000001,2020/4/6,5273,65399
overview,United Kingdom,K02000001,2020/4/5,3556,60126
overview,United Kingdom,K02000001,2020/4/4,3976,56570
overview,United Kingdom,K02000001,2020/4/3,4852,52594
overview,United Kingdom,K02000001,2020/4/2,4824,47742
overview,United Kingdom,K02000001,2020/4/1,4891,42918
overview,United Kingdom,K02000001,2020/3/31,4463,38027
overview,United Kingdom,K02000001,2020/3/30,4195,33564
overview,United Kingdom,K02000001,2020/3/29,2818,29369
overview,United Kingdom,K02000001,2020/3/28,2774,26551
overview,United Kingdom,K02000001,2020/3/27,3154,23777
overview,United Kingdom,K02000001,2020/3/26,3039,20623
overview,United Kingdom,K02000001,2020/3/25,2666,17584
overview,United Kingdom,K02000001,2020/3/24,2354,14918
overview,United Kingdom,K02000001,2020/3/23,2290,12564
overview,United Kingdom,K02000001,2020/3/22,0,10274
overview,United Kingdom,K02000001,2020/3/21,0,8911
overview,United Kingdom,K02000001,2020/3/20,0,7730
overview,United Kingdom,K02000001,2020/3/19,0,6478
overview,United Kingdom,K02000001,2020/3/18,981,5436
overview,United Kingdom,K02000001,2020/3/17,783,4455
overview,United Kingdom,K02000001,2020/3/16,602,3672
overview,United Kingdom,K02000001,2020/3/15,441,3070
overview,United Kingdom,K02000001,2020/3/14,352,2629
overview,United Kingdom,K02000001,2020/3/13,478,2277
overview,United Kingdom,K02000001,2020/3/12,483,1799
overview,United Kingdom,K02000001,2020/3/11,402,1316
overview,United Kingdom,K02000001,2020/3/10,265,914
overview,United Kingdom,K02000001,2020/3/9,148,649
overview,United Kingdom,K02000001,2020/3/8,55,501
overview,United Kingdom,K02000001,2020/3/7,68,446
overview,United Kingdom,K02000001,2020/3/6,83,378
overview,United Kingdom,K02000001,2020/3/5,49,295
overview,United Kingdom,K02000001,2020/3/4,56,246
overview,United Kingdom,K02000001,2020/3/3,57,190
overview,United Kingdom,K02000001,2020/3/2,41,133
overview,United Kingdom,K02000001,2020/3/1,20,92
overview,United Kingdom,K02000001,2020/2/29,4,72
overview,United Kingdom,K02000001,2020/2/28,12,68
overview,United Kingdom,K02000001,2020/2/27,8,56
overview,United Kingdom,K02000001,2020/2/26,2,48
overview,United Kingdom,K02000001,2020/2/25,3,46
overview,United Kingdom,K02000001,2020/2/24,2,43
overview,United Kingdom,K02000001,2020/2/23,6,41
overview,United Kingdom,K02000001,2020/2/22,0,35
overview,United Kingdom,K02000001,2020/2/21,2,35
overview,United Kingdom,K02000001,2020/2/20,0,33
overview,United Kingdom,K02000001,2020/2/19,0,33
overview,United Kingdom,K02000001,2020/2/18,0,33
overview,United Kingdom,K02000001,2020/2/17,1,33
overview,United Kingdom,K02000001,2020/2/16,0,32
overview,United Kingdom,K02000001,2020/2/15,0,32
overview,United Kingdom,K02000001,2020/2/14,0,32
overview,United Kingdom,K02000001,2020/2/13,1,32
overview,United Kingdom,K02000001,2020/2/12,1,31
overview,United Kingdom,K02000001,2020/2/11,4,30
overview,United Kingdom,K02000001,2020/2/10,1,26
overview,United Kingdom,K02000001,2020/2/9,1,25
overview,United Kingdom,K02000001,2020/2/8,3,24
overview,United Kingdom,K02000001,2020/2/7,0,21
overview,United Kingdom,K02000001,2020/2/6,0,21
overview,United Kingdom,K02000001,2020/2/5,1,21
overview,United Kingdom,K02000001,2020/2/4,0,20
overview,United Kingdom,K02000001,2020/2/3,18,20
overview,United Kingdom,K02000001,2020/2/2,1,2
overview,United Kingdom,K02000001,2020/2/1,0,1
overview,United Kingdom,K02000001,2020/1/31,0,1
overview,United Kingdom,K02000001,2020/1/30,1,1
